service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
245112_117156,1,1,1,1,1,1,1,20240609,20241214
245113_117363,0,0,0,0,1,0,0,20240330,20240430
245113_117364,0,0,0,0,1,0,0,20240510,20240607
245113_117374,1,1,1,1,0,0,0,20240330,20240429
245113_117375,1,1,1,1,0,0,0,20240502,20240606
245114_117420,1,1,1,1,1,0,0,20240330,20240607
245114_117421,1,1,1,1,1,0,0,20240610,20241213
245114_117433,1,1,1,1,1,0,0,20240330,20240607
245114_117434,1,1,1,1,1,0,0,20240610,20241213
245114_117442,1,1,1,1,1,1,1,20240330,20240608
245114_117443,1,1,1,1,1,1,1,20240609,20241214
245114_117452,1,1,1,1,1,1,1,20240330,20240608
245114_117453,1,1,1,1,1,1,1,20240609,20241214
245114_117462,1,1,1,1,1,1,1,20240330,20240608
245114_117463,1,1,1,1,1,1,1,20240609,20241214
245114_117465,1,1,1,1,1,0,0,20240330,20240607
245114_117466,1,1,1,1,1,0,0,20240610,20241213
245114_117485,1,1,1,1,1,0,0,20240330,20240607
245114_117486,1,1,1,1,1,0,0,20240610,20241213
245115_117423,1,1,1,1,1,1,1,20240330,20240608
245116_117516,1,1,1,1,1,0,0,20240330,20240607
245116_117517,1,1,1,1,1,0,0,20240610,20241213
245116_117533,1,1,1,1,1,0,0,20240330,20240607
245116_117534,1,1,1,1,1,0,0,20240610,20241213
245116_117542,1,1,1,1,1,0,0,20240330,20240607
245116_117543,1,1,1,1,1,0,0,20240610,20241213
245117_117521,0,0,0,0,0,1,1,20240330,20240608
245117_117522,0,0,0,0,0,1,1,20240609,20241214
245117_117581,1,1,1,1,1,0,0,20240330,20240607
245117_117582,1,1,1,1,1,0,0,20240610,20241213
245117_117584,0,0,0,0,0,1,1,20240330,20240608
245117_117585,0,0,0,0,0,1,1,20240609,20241214
245118_117548,1,1,1,1,1,1,1,20240330,20240608
245118_117549,1,1,1,1,1,1,1,20240609,20241214
245118_117556,1,1,1,1,1,0,0,20240330,20240607
245118_117557,1,1,1,1,1,0,0,20240610,20241213
245118_117562,1,1,1,1,1,0,0,20240330,20240607
245118_117563,0,0,0,0,0,1,1,20240427,20240608
245118_117564,1,1,1,1,1,1,1,20240609,20241214
245118_117569,1,1,1,1,1,0,0,20240330,20240607
245118_117570,1,1,1,1,1,0,0,20240610,20241213
245118_117618,1,1,1,1,1,0,0,20240330,20240607
245118_117619,1,1,1,1,1,0,0,20240610,20241213
245118_117635,1,1,1,1,1,0,0,20240330,20240607
245118_117636,1,1,1,1,1,0,0,20240610,20241213
245118_118028,1,1,1,1,1,0,0,20240330,20240607
245118_118029,1,1,1,1,1,0,0,20240610,20241213
245118_118040,1,1,1,1,1,1,1,20240330,20240608
245118_118041,1,1,1,1,1,1,1,20240609,20241214
245119_117596,1,1,1,1,1,0,0,20240330,20240607
245119_117597,1,1,1,1,1,0,0,20240610,20241213
245119_117605,1,1,1,1,1,0,0,20240330,20240607
245119_117606,1,1,1,1,1,0,0,20240610,20241213
245120_117665,1,1,1,1,1,1,1,20240330,20241214
245120_117666,1,1,1,1,1,1,1,20240604,20240607
245120_117701,1,1,1,1,1,1,1,20240402,20240403
245120_117702,1,1,1,1,1,1,1,20240404,20240405
245120_117703,1,1,1,1,1,0,0,20240408,20240607
245120_117704,1,1,1,1,1,1,1,20240411,20240411
245120_117705,1,1,1,1,1,1,1,20240603,20240606
245120_117706,1,1,1,1,1,0,0,20240610,20241213
245121_117695,1,1,1,1,1,1,1,20240330,20240608
245121_117696,1,1,1,1,1,1,1,20240411,20240411
245121_117697,1,1,1,1,1,1,1,20240603,20240606
245121_117698,1,1,1,1,1,1,1,20240609,20241214
245121_117718,1,1,1,1,1,1,1,20240330,20240608
245121_117719,1,1,1,1,1,1,1,20240603,20240606
245121_117720,1,1,1,1,1,1,1,20240609,20241214
245122_117735,0,0,0,0,0,1,1,20240330,20240608
245122_117736,0,0,0,0,0,1,1,20240609,20241214
245122_117762,1,1,1,1,1,1,1,20240330,20240608
245122_117763,1,1,1,1,1,1,1,20240404,20240405
245122_117764,1,1,1,1,1,1,1,20240411,20240411
245122_117765,1,1,1,1,1,1,1,20240603,20240607
245122_117766,1,1,1,1,1,1,1,20240609,20241214
245122_117774,1,1,1,1,1,1,1,20240330,20240608
245122_117775,1,1,1,1,1,1,1,20240402,20240405
245122_117776,1,1,1,1,1,1,1,20240411,20240411
245122_117777,1,1,1,1,1,1,1,20240603,20240606
245122_117778,1,1,1,1,1,1,1,20240609,20241214
245123_117810,1,1,1,1,1,1,1,20240330,20240608
245123_117811,1,1,1,1,1,1,1,20240609,20241214
245124_117814,1,1,1,1,1,1,1,20240330,20240608
245124_117815,1,1,1,1,1,1,1,20240609,20241214
245125_117828,1,1,1,1,1,0,0,20240330,20240403
245125_117829,1,1,1,1,1,0,0,20240404,20240416
245125_117830,1,1,1,1,1,0,0,20240417,20240607
245125_117831,1,1,1,1,1,0,0,20240610,20241213
245125_117835,1,1,1,1,1,0,0,20240330,20240607
245125_117836,0,0,0,0,0,1,0,20240330,20240401
245125_117837,0,0,0,0,0,1,0,20240406,20240413
245125_117838,0,0,0,0,0,1,0,20240420,20240608
245125_117840,1,1,1,1,1,0,0,20240610,20241213
245125_117842,1,1,1,1,1,1,1,20240330,20240608
245125_117843,1,1,1,1,1,1,1,20240609,20241214
245125_117850,1,1,1,1,1,1,1,20240330,20240401
245125_117851,1,1,1,1,1,1,1,20240402,20240416
245125_117852,1,1,1,1,1,1,1,20240417,20240608
245125_117862,1,1,1,1,1,0,0,20240330,20240402
245125_117863,1,1,1,1,1,0,0,20240403,20240415
245125_117864,1,1,1,1,1,0,0,20240416,20240607
245125_117865,1,1,1,1,1,0,0,20240610,20241213
245125_117878,1,1,1,1,1,1,1,20240330,20240608
245125_117879,1,1,1,1,1,1,1,20240609,20241214
245125_117884,1,1,1,1,1,0,0,20240330,20240607
245125_117885,1,1,1,1,1,0,0,20240610,20241212
245125_117886,1,1,1,1,1,1,1,20241213,20241213
245126_117869,0,0,0,0,0,1,1,20240330,20240608
245126_117870,1,1,1,1,1,0,0,20240330,20240607
245126_117871,1,1,1,1,1,1,1,20240603,20240606
245126_117872,0,0,0,0,0,1,1,20240609,20241214
245126_117873,1,1,1,1,1,0,0,20240610,20241213
245127_118044,0,0,0,0,0,1,1,20240330,20240608
245127_118046,0,0,0,0,0,1,1,20240609,20241214
245127_118048,1,1,1,1,1,1,1,20240330,20240608
245127_118049,1,1,1,1,1,1,1,20240609,20241214
245127_118051,1,1,1,1,1,0,0,20240330,20240607
245127_118052,1,1,1,1,1,0,0,20240610,20241213
245127_118054,0,0,0,0,0,1,1,20240330,20240608
245127_118055,0,0,0,0,0,1,1,20240609,20241214
245127_118057,1,1,1,1,1,1,1,20240330,20240608
245127_118058,1,1,1,1,1,1,1,20240609,20241214
245127_118060,1,1,1,1,1,1,1,20240330,20240608
245127_118061,1,1,1,1,1,1,1,20240609,20241214
245127_118063,1,1,1,1,1,1,1,20240330,20240608
245127_118064,1,1,1,1,1,1,1,20240609,20241214
245127_118066,1,1,1,1,1,0,0,20240330,20240607
245127_118067,1,1,1,1,1,0,0,20240610,20241213
245127_118069,1,1,1,1,1,1,1,20240330,20240608
245127_118070,1,1,1,1,1,1,1,20240609,20241214
245127_118072,1,1,1,1,1,1,1,20240330,20240608
245127_118073,1,1,1,1,1,1,1,20240609,20241214
245127_118076,0,0,0,0,0,1,1,20240330,20240608
245127_118077,0,0,0,0,0,1,1,20240609,20241214
245127_118079,1,1,1,1,1,1,1,20240330,20240608
245127_118080,1,1,1,1,1,1,1,20240609,20241214
245127_118082,1,1,1,1,1,1,1,20240330,20240608
245127_118083,1,1,1,1,1,1,1,20240609,20241214
245127_118085,1,1,1,1,1,1,1,20240330,20240608
245127_118086,1,1,1,1,1,1,1,20240609,20241214
245127_118088,1,1,1,1,1,1,1,20240330,20240608
245127_118089,1,1,1,1,1,1,1,20240609,20241214
245127_118091,1,1,1,1,1,0,0,20240330,20240607
245127_118092,1,1,1,1,1,0,0,20240610,20241213
245127_118094,0,0,0,0,0,1,1,20240330,20240608
245127_118095,0,0,0,0,0,1,1,20240609,20241214
245127_118097,1,1,1,1,1,0,0,20240330,20240607
245127_118098,1,1,1,1,1,0,0,20240610,20241213
245127_118100,1,1,1,1,1,1,1,20240330,20240608
245127_118101,1,1,1,1,1,1,1,20240609,20241214
245127_118103,1,1,1,1,1,1,1,20240330,20240608
245127_118104,1,1,1,1,1,1,1,20240609,20241214
245128_118045,1,1,1,1,1,1,1,20240331,20240401
245129_118105,0,0,0,0,0,0,1,20240623,20240901
